Date,City,Category,Product,Units_Sold,Unit_Price,Revenue
2024-10-15,Chennai,Groceries,Shampoo,5,746,3730
2024-09-06,Mumbai,Personal Care,Oil,14,1383,19362
2024-02-05,Bengaluru,Home,Rice,10,296,2960
2024-08-26,Delhi,Home,Soap,15,744,11160
2024-05-27,Chennai,Electronics,Phone,1,1070,1070
2024-08-14,Bengaluru,Apparel,Laptop,16,354,5664
2024-08-31,Bengaluru,Personal Care,T-Shirt,11,831,9141
2024-12-02,Bengaluru,Apparel,Phone,6,435,2610
2024-12-30,Bengaluru,Apparel,Soap,16,1676,26816
2024-07-19,Mumbai,Personal Care,Oil,2,1625,3250
2024-06-02,Mumbai,Home,Oil,1,1089,1089
2024-03-13,Mumbai,Personal Care,Sofa,9,999,8991
2024-07-19,Chennai,Apparel,Shampoo,12,1378,16536
2024-10-22,Chennai,Home,Soap,17,613,10421
2024-01-17,Chennai,Groceries,Oil,15,1830,27450
2024-05-08,Hyderabad,Personal Care,Sofa,19,341,6479
2024-08-04,Chennai,Personal Care,Sofa,10,248,2480
2024-03-01,Mumbai,Home,Sofa,12,1833,21996
2024-04-13,Mumbai,Groceries,Phone,14,1422,19908
2024-02-11,Hyderabad,Groceries,Sofa,9,856,7704
2024-01-25,Hyderabad,Home,Rice,13,1973,25649
2024-02-08,Chennai,Electronics,Soap,3,719,2157
2024-10-17,Delhi,Personal Care,Rice,14,552,7728
2024-05-10,Hyderabad,Personal Care,T-Shirt,10,1516,15160
2024-08-16,Bengaluru,Apparel,Oil,16,311,4976
2024-04-17,Mumbai,Home,Shampoo,7,767,5369
2024-06-20,Bengaluru,Apparel,Sofa,4,1661,6644
2024-04-11,Mumbai,Apparel,Laptop,11,693,7623
2024-12-19,Mumbai,Groceries,Laptop,16,1718,27488
2024-01-12,Hyderabad,Personal Care,Oil,4,230,920
2024-10-01,Hyderabad,Apparel,T-Shirt,17,1452,24684
2024-04-10,Bengaluru,Groceries,Laptop,13,711,9243
2024-02-13,Mumbai,Home,Rice,11,355,3905
2024-10-31,Bengaluru,Apparel,Bed,3,1602,4806
2024-01-17,Delhi,Personal Care,Phone,9,660,5940
2024-11-25,Bengaluru,Apparel,Jeans,6,162,972
2024-02-26,Chennai,Home,Laptop,11,1434,15774
2024-11-06,Bengaluru,Apparel,Shampoo,16,506,8096
2024-10-29,Chennai,Personal Care,Sofa,19,901,17119
2024-01-12,Chennai,Groceries,Shampoo,5,1228,6140
2024-11-13,Chennai,Personal Care,Soap,14,1740,24360
2024-03-20,Delhi,Groceries,Phone,17,1960,33320
2024-08-03,Bengaluru,Electronics,Rice,3,114,342
2024-12-04,Bengaluru,Personal Care,T-Shirt,4,1810,7240
2024-09-20,Delhi,Personal Care,Phone,16,358,5728
2024-05-28,Mumbai,Home,Jeans,16,822,13152
2024-03-21,Hyderabad,Apparel,Bed,4,1535,6140
2024-08-02,Bengaluru,Groceries,Laptop,19,1382,26258
2024-07-16,Hyderabad,Groceries,T-Shirt,17,713,12121
2024-07-18,Delhi,Home,T-Shirt,13,1383,17979
2024-01-25,Mumbai,Home,Laptop,1,1979,1979
2024-03-29,Mumbai,Apparel,Laptop,12,1794,21528
2024-09-24,Mumbai,Apparel,Laptop,4,1168,4672
2024-05-22,Delhi,Personal Care,Laptop,11,912,10032
2024-02-28,Chennai,Electronics,Laptop,5,1886,9430
2024-12-30,Chennai,Apparel,T-Shirt,2,430,860
2024-01-26,Hyderabad,Home,Oil,17,264,4488
2024-02-16,Chennai,Apparel,Oil,8,1316,10528
2024-10-14,Chennai,Groceries,Shampoo,6,1644,9864
2024-09-22,Mumbai,Electronics,Oil,9,1524,13716
2024-01-16,Mumbai,Personal Care,Jeans,13,1497,19461
2024-07-17,Hyderabad,Groceries,Oil,11,1188,13068
2024-10-08,Bengaluru,Groceries,T-Shirt,16,486,7776
2024-03-26,Hyderabad,Electronics,Laptop,16,1618,25888
2024-09-06,Hyderabad,Personal Care,Sofa,2,1917,3834
2024-09-26,Delhi,Home,Sofa,10,1816,18160
2024-11-30,Delhi,Personal Care,Jeans,12,1538,18456
2024-04-26,Hyderabad,Apparel,Soap,8,1917,15336
2024-01-07,Hyderabad,Groceries,T-Shirt,11,1914,21054
2024-05-16,Hyderabad,Apparel,Rice,10,1153,11530
2024-06-24,Chennai,Home,Phone,13,1389,18057
2024-11-23,Delhi,Apparel,Shampoo,17,427,7259
2024-11-10,Hyderabad,Personal Care,Rice,7,1615,11305
2024-08-02,Mumbai,Apparel,T-Shirt,3,1340,4020
2024-03-22,Mumbai,Home,Oil,13,419,5447
2024-08-10,Chennai,Home,Laptop,19,498,9462
2024-04-12,Chennai,Home,Rice,7,204,1428
2024-09-29,Bengaluru,Personal Care,Phone,9,795,7155
2024-01-14,Bengaluru,Home,Soap,19,1116,21204
2024-06-07,Bengaluru,Groceries,Sofa,13,429,5577
2024-05-31,Chennai,Home,Soap,8,759,6072
2024-04-17,Chennai,Apparel,Phone,18,1740,31320
2024-07-06,Chennai,Apparel,Laptop,2,1170,2340
2024-10-27,Mumbai,Apparel,Oil,18,698,12564
2024-04-07,Chennai,Personal Care,Phone,18,920,16560
2024-05-10,Mumbai,Apparel,Shampoo,11,740,8140
2024-10-19,Bengaluru,Personal Care,Phone,1,1893,1893
2024-06-19,Bengaluru,Personal Care,T-Shirt,14,413,5782
2024-07-01,Bengaluru,Home,Oil,16,1270,20320
2024-12-29,Hyderabad,Groceries,Laptop,11,561,6171
2024-02-08,Hyderabad,Home,Sofa,1,1707,1707
2024-01-15,Delhi,Home,Sofa,7,585,4095
2024-01-04,Delhi,Personal Care,Phone,16,1775,28400
2024-12-14,Delhi,Personal Care,T-Shirt,14,509,7126
2024-07-28,Hyderabad,Apparel,Rice,15,126,1890
2024-06-09,Hyderabad,Apparel,Soap,14,1152,16128
2024-01-16,Delhi,Home,Soap,11,370,4070
2024-04-17,Delhi,Electronics,Soap,16,785,12560
2024-11-06,Chennai,Electronics,Rice,19,600,11400
2024-08-14,Delhi,Apparel,T-Shirt,17,1376,23392
2024-06-18,Chennai,Electronics,Soap,6,484,2904
2024-02-03,Mumbai,Apparel,Shampoo,11,159,1749
2024-09-07,Hyderabad,Personal Care,Rice,17,1230,20910
2024-09-03,Delhi,Home,Rice,9,319,2871
2024-09-25,Hyderabad,Groceries,Laptop,18,1564,28152
2024-05-20,Hyderabad,Home,Laptop,17,870,14790
2024-09-30,Hyderabad,Apparel,Oil,12,1781,21372
2024-04-05,Mumbai,Apparel,Shampoo,5,663,3315
2024-08-14,Bengaluru,Home,Shampoo,11,1695,18645
2024-02-08,Delhi,Apparel,Oil,4,645,2580
2024-10-28,Bengaluru,Electronics,Shampoo,4,195,780
2024-01-29,Bengaluru,Electronics,Jeans,3,1088,3264
2024-11-13,Bengaluru,Apparel,Bed,17,1212,20604
2024-09-01,Hyderabad,Apparel,Soap,7,927,6489
2024-08-23,Chennai,Electronics,Laptop,4,330,1320
2024-07-03,Hyderabad,Apparel,Oil,13,1067,13871
2024-09-28,Hyderabad,Apparel,Oil,12,374,4488
2024-08-23,Bengaluru,Home,Shampoo,1,345,345
2024-08-26,Hyderabad,Groceries,Rice,19,210,3990
2024-09-22,Bengaluru,Electronics,Sofa,18,333,5994
2024-12-24,Chennai,Home,Phone,11,1401,15411
2024-12-05,Delhi,Groceries,Phone,3,1600,4800
2024-03-05,Bengaluru,Apparel,Oil,17,516,8772
2024-06-25,Chennai,Apparel,Soap,12,777,9324
2024-01-03,Delhi,Home,Jeans,10,1251,12510
2024-05-21,Mumbai,Apparel,Soap,8,1360,10880
2024-06-06,Bengaluru,Personal Care,Oil,15,902,13530
2024-11-19,Bengaluru,Home,Soap,5,718,3590
2024-05-25,Mumbai,Groceries,Laptop,4,1251,5004
2024-10-19,Mumbai,Home,Soap,19,806,15314
2024-06-01,Bengaluru,Electronics,Shampoo,4,950,3800
2024-07-11,Mumbai,Home,Shampoo,15,1517,22755
2024-03-13,Hyderabad,Apparel,Jeans,17,574,9758
2024-10-31,Delhi,Apparel,Laptop,12,754,9048
2024-12-09,Delhi,Personal Care,Sofa,3,494,1482
2024-05-19,Delhi,Personal Care,Rice,10,210,2100
2024-07-05,Hyderabad,Personal Care,Laptop,15,189,2835
2024-10-19,Mumbai,Groceries,T-Shirt,10,862,8620
2024-03-01,Chennai,Personal Care,Bed,18,1403,25254
2024-07-16,Mumbai,Groceries,Oil,1,1456,1456
2024-10-21,Bengaluru,Personal Care,T-Shirt,3,1347,4041
2024-11-14,Delhi,Groceries,Jeans,12,1224,14688
2024-10-28,Mumbai,Home,T-Shirt,1,231,231
2024-12-09,Chennai,Home,Shampoo,3,1136,3408
2024-01-11,Bengaluru,Apparel,Soap,3,556,1668
2024-03-02,Hyderabad,Groceries,Rice,5,1564,7820
2024-11-28,Hyderabad,Electronics,Phone,19,197,3743
2024-08-13,Chennai,Apparel,Oil,1,1243,1243
2024-06-01,Bengaluru,Home,Phone,4,392,1568
2024-07-17,Delhi,Groceries,Soap,4,1939,7756
2024-02-21,Mumbai,Personal Care,Shampoo,17,1834,31178
2024-09-16,Bengaluru,Electronics,Shampoo,14,1124,15736
2024-02-28,Hyderabad,Home,Soap,18,671,12078
2024-03-12,Chennai,Apparel,Oil,1,349,349
2024-05-27,Chennai,Groceries,Phone,16,751,12016
2024-12-14,Mumbai,Electronics,Laptop,3,248,744
2024-03-03,Chennai,Groceries,Shampoo,9,1518,13662
2024-11-05,Chennai,Personal Care,Phone,4,143,572
2024-08-30,Bengaluru,Apparel,Sofa,5,1821,9105
2024-11-25,Delhi,Groceries,Phone,11,1743,19173
2024-04-16,Mumbai,Home,Sofa,9,1167,10503
2024-08-13,Bengaluru,Apparel,Sofa,3,1201,3603
2024-11-08,Delhi,Home,Shampoo,6,1349,8094
2024-08-05,Bengaluru,Groceries,Oil,11,261,2871
2024-08-28,Bengaluru,Apparel,Jeans,9,1916,17244
2024-09-15,Chennai,Home,Shampoo,15,352,5280
2024-09-18,Delhi,Personal Care,Oil,3,231,693
2024-01-05,Mumbai,Personal Care,Oil,1,1571,1571
2024-09-17,Mumbai,Groceries,T-Shirt,19,573,10887
2024-02-23,Delhi,Apparel,Soap,14,1779,24906
2024-02-16,Chennai,Electronics,Soap,17,1901,32317
2024-08-02,Hyderabad,Apparel,Soap,14,1232,17248
2024-06-25,Bengaluru,Personal Care,Bed,17,805,13685
2024-01-09,Chennai,Home,Shampoo,14,1158,16212
2024-04-08,Delhi,Electronics,Oil,12,1590,19080
2024-01-20,Bengaluru,Groceries,T-Shirt,16,374,5984
2024-08-28,Mumbai,Electronics,Sofa,1,286,286
2024-03-01,Hyderabad,Groceries,Jeans,13,1048,13624
2024-06-26,Mumbai,Electronics,Jeans,6,342,2052
2024-12-03,Delhi,Groceries,Sofa,17,363,6171
2024-03-02,Bengaluru,Groceries,Phone,12,621,7452
2024-05-24,Delhi,Electronics,Phone,19,1062,20178
2024-08-03,Bengaluru,Electronics,Soap,6,1801,10806
2024-01-03,Chennai,Groceries,Shampoo,7,1664,11648
2024-06-08,Hyderabad,Personal Care,Bed,1,882,882
2024-08-14,Chennai,Electronics,T-Shirt,1,1210,1210
2024-09-25,Chennai,Apparel,Jeans,5,634,3170
2024-04-29,Delhi,Home,Soap,6,309,1854
2024-03-29,Hyderabad,Groceries,Rice,16,145,2320
2024-11-24,Bengaluru,Groceries,Soap,16,1590,25440
2024-03-08,Bengaluru,Home,Rice,14,1663,23282
2024-12-22,Mumbai,Personal Care,Laptop,1,125,125
2024-04-07,Bengaluru,Home,Oil,13,1389,18057
2024-09-23,Delhi,Electronics,Sofa,10,274,2740
2024-04-14,Chennai,Home,Oil,10,1639,16390
2024-11-18,Chennai,Groceries,Soap,9,1434,12906
2024-05-02,Chennai,Home,Oil,13,421,5473
2024-01-29,Hyderabad,Apparel,T-Shirt,3,1702,5106
2024-05-16,Bengaluru,Electronics,Laptop,18,1258,22644
2024-07-13,Delhi,Home,Bed,2,154,308
2024-08-13,Hyderabad,Groceries,Laptop,17,1666,28322
2024-11-27,Mumbai,Electronics,Jeans,19,1709,32471
2024-06-18,Delhi,Groceries,T-Shirt,13,1654,21502
2024-01-09,Delhi,Personal Care,Oil,13,1279,16627
2024-02-09,Delhi,Apparel,Bed,1,1972,1972
2024-01-25,Chennai,Personal Care,Oil,2,767,1534
2024-09-17,Delhi,Apparel,Shampoo,1,246,246
2024-08-13,Bengaluru,Home,Shampoo,5,1608,8040
2024-05-03,Delhi,Electronics,Phone,3,698,2094
2024-02-07,Chennai,Home,Laptop,7,119,833
2024-11-23,Delhi,Apparel,Bed,13,1392,18096
2024-09-07,Mumbai,Apparel,Shampoo,18,432,7776
2024-06-24,Mumbai,Apparel,Phone,7,1678,11746
2024-03-30,Chennai,Groceries,T-Shirt,1,1006,1006
2024-02-06,Bengaluru,Electronics,Bed,5,1043,5215
2024-11-11,Bengaluru,Home,Phone,17,1010,17170
2024-06-24,Hyderabad,Home,Sofa,8,500,4000
2024-10-10,Chennai,Personal Care,Bed,15,1049,15735
2024-03-21,Delhi,Apparel,Soap,4,1429,5716
2024-04-23,Chennai,Apparel,Phone,2,127,254
2024-02-09,Hyderabad,Apparel,Oil,5,566,2830
2024-10-27,Chennai,Home,Soap,1,1383,1383
2024-08-11,Chennai,Personal Care,Sofa,5,1657,8285
2024-11-13,Hyderabad,Groceries,Shampoo,6,1081,6486
2024-12-14,Bengaluru,Electronics,Rice,2,200,400
2024-04-24,Delhi,Groceries,Phone,1,650,650
2024-07-04,Hyderabad,Home,T-Shirt,4,901,3604
2024-11-18,Mumbai,Apparel,Phone,7,452,3164
2024-02-25,Bengaluru,Electronics,Rice,1,1423,1423
2024-02-09,Mumbai,Home,Sofa,1,1805,1805
2024-12-19,Bengaluru,Home,Sofa,8,395,3160
2024-02-09,Delhi,Home,Soap,16,452,7232
2024-12-12,Delhi,Electronics,Bed,13,1007,13091
2024-08-24,Chennai,Electronics,T-Shirt,18,1253,22554
2024-10-15,Mumbai,Personal Care,Soap,10,1118,11180
2024-09-18,Bengaluru,Personal Care,T-Shirt,12,1279,15348
2024-08-03,Delhi,Groceries,T-Shirt,1,1197,1197
2024-05-26,Hyderabad,Electronics,Rice,10,1465,14650
2024-12-01,Delhi,Electronics,Soap,9,1588,14292
2024-06-16,Hyderabad,Electronics,T-Shirt,3,1213,3639
2024-04-01,Bengaluru,Personal Care,Jeans,19,1702,32338
2024-12-18,Delhi,Home,Rice,9,554,4986
2024-02-28,Delhi,Apparel,Sofa,10,1871,18710
2024-02-28,Bengaluru,Personal Care,Rice,19,811,15409
2024-10-30,Delhi,Electronics,Oil,16,1079,17264
2024-06-17,Hyderabad,Personal Care,Oil,18,1455,26190
2024-09-25,Delhi,Groceries,T-Shirt,14,838,11732
2024-12-28,Mumbai,Electronics,Soap,3,1076,3228
2024-02-14,Chennai,Groceries,Sofa,2,1471,2942
2024-12-10,Hyderabad,Electronics,Rice,1,332,332
2024-06-29,Mumbai,Personal Care,Soap,18,1901,34218
2024-06-18,Bengaluru,Home,Rice,9,1721,15489
2024-12-21,Hyderabad,Apparel,Rice,13,1123,14599
2024-07-09,Chennai,Groceries,Jeans,2,201,402
2024-06-03,Chennai,Personal Care,Oil,7,1052,7364
2024-07-06,Bengaluru,Home,Rice,16,580,9280
2024-01-07,Bengaluru,Personal Care,Jeans,19,1337,25403
2024-05-12,Hyderabad,Groceries,Oil,15,207,3105
2024-08-22,Delhi,Apparel,Jeans,11,1288,14168
2024-02-14,Bengaluru,Personal Care,Soap,1,1072,1072
2024-11-09,Delhi,Electronics,Bed,7,1726,12082
2024-09-05,Mumbai,Home,Oil,8,803,6424
2024-01-31,Chennai,Personal Care,Shampoo,10,434,4340
2024-01-23,Delhi,Home,Bed,5,185,925
2024-06-08,Chennai,Electronics,Soap,9,833,7497
2024-12-28,Delhi,Apparel,Rice,1,974,974
2024-06-06,Mumbai,Apparel,Sofa,2,1547,3094
2024-02-08,Bengaluru,Electronics,Soap,19,1736,32984
2024-03-22,Mumbai,Home,Jeans,14,1861,26054
2024-12-21,Bengaluru,Personal Care,Jeans,10,463,4630
2024-09-14,Bengaluru,Electronics,Jeans,9,159,1431
2024-07-24,Chennai,Groceries,Jeans,10,1605,16050
2024-03-17,Mumbai,Home,Soap,6,1373,8238
2024-01-12,Delhi,Apparel,Sofa,17,659,11203
2024-10-21,Mumbai,Electronics,Phone,6,216,1296
2024-08-11,Chennai,Apparel,Jeans,4,1862,7448
2024-01-13,Bengaluru,Home,Phone,3,973,2919
2024-02-15,Chennai,Apparel,Sofa,19,1014,19266
2024-06-03,Hyderabad,Electronics,Sofa,18,1067,19206
2024-04-22,Hyderabad,Home,Bed,4,1098,4392
2024-08-20,Delhi,Groceries,Oil,8,1668,13344
2024-01-17,Chennai,Electronics,Shampoo,17,143,2431
2024-12-25,Delhi,Personal Care,T-Shirt,5,608,3040
2024-08-10,Delhi,Electronics,Shampoo,13,1288,16744
2024-12-19,Hyderabad,Home,Soap,1,1491,1491
2024-07-06,Delhi,Electronics,T-Shirt,13,1980,25740
2024-12-09,Hyderabad,Groceries,Sofa,4,1415,5660
2024-12-30,Bengaluru,Groceries,Shampoo,14,948,13272
2024-06-11,Chennai,Personal Care,Laptop,3,1979,5937
2024-11-21,Delhi,Apparel,Oil,5,1016,5080
2024-03-14,Hyderabad,Home,Shampoo,7,997,6979
2024-08-20,Mumbai,Home,Oil,1,898,898
2024-08-11,Delhi,Apparel,Phone,12,975,11700
2024-11-14,Bengaluru,Groceries,Soap,11,1860,20460
2024-02-29,Bengaluru,Groceries,Oil,8,385,3080
2024-11-30,Mumbai,Electronics,Phone,6,1327,7962
2024-08-09,Hyderabad,Personal Care,Jeans,2,783,1566
2024-02-06,Delhi,Personal Care,Phone,19,1647,31293
2024-10-04,Hyderabad,Personal Care,Soap,14,918,12852
2024-07-14,Bengaluru,Electronics,Bed,1,220,220
2024-12-17,Hyderabad,Personal Care,Jeans,10,1044,10440
2024-08-29,Bengaluru,Apparel,Sofa,16,1879,30064
2024-11-19,Hyderabad,Electronics,Rice,4,1787,7148
2024-08-06,Mumbai,Apparel,Phone,11,1787,19657
2024-07-10,Chennai,Electronics,Phone,16,1117,17872
2024-01-17,Mumbai,Personal Care,Oil,1,1311,1311
2024-01-12,Mumbai,Apparel,Sofa,16,1006,16096
2024-07-11,Chennai,Apparel,Shampoo,19,112,2128
2024-01-22,Chennai,Apparel,Laptop,9,702,6318
2024-04-29,Delhi,Electronics,T-Shirt,9,299,2691
2024-07-28,Delhi,Home,Phone,9,685,6165
2024-11-01,Mumbai,Personal Care,Shampoo,17,1891,32147
2024-09-26,Mumbai,Apparel,Laptop,12,1579,18948
2024-07-10,Bengaluru,Home,T-Shirt,13,547,7111
2024-06-23,Bengaluru,Personal Care,Rice,8,1911,15288
2024-10-11,Delhi,Personal Care,Oil,16,1963,31408
2024-07-22,Delhi,Apparel,Shampoo,18,940,16920
2024-06-12,Bengaluru,Apparel,Oil,1,1194,1194
2024-09-07,Bengaluru,Electronics,T-Shirt,1,689,689
2024-08-14,Hyderabad,Home,Bed,12,1919,23028
2024-01-07,Hyderabad,Home,Phone,6,1253,7518
2024-01-29,Bengaluru,Apparel,Jeans,9,988,8892
2024-02-02,Hyderabad,Personal Care,Laptop,5,142,710
2024-05-13,Chennai,Apparel,Sofa,16,619,9904
2024-03-19,Delhi,Personal Care,Soap,18,1136,20448
2024-02-27,Delhi,Personal Care,Phone,17,824,14008
2024-01-26,Bengaluru,Apparel,Jeans,18,722,12996
2024-08-13,Mumbai,Groceries,Soap,1,1087,1087
2024-10-11,Bengaluru,Home,Shampoo,19,902,17138
2024-01-04,Hyderabad,Personal Care,Soap,8,634,5072
2024-04-08,Mumbai,Personal Care,Rice,3,401,1203
2024-02-08,Hyderabad,Groceries,Phone,5,1889,9445
2024-09-27,Chennai,Electronics,Oil,8,626,5008
2024-10-11,Hyderabad,Groceries,Bed,19,1765,33535
2024-06-05,Chennai,Groceries,Sofa,18,1696,30528
2024-03-15,Chennai,Personal Care,Oil,18,1238,22284
2024-10-14,Hyderabad,Home,Jeans,1,559,559
2024-05-09,Hyderabad,Groceries,Phone,15,931,13965
2024-06-23,Chennai,Electronics,Bed,18,604,10872
2024-03-24,Mumbai,Apparel,Soap,7,1431,10017
2024-01-22,Chennai,Groceries,Phone,16,1031,16496
2024-01-27,Delhi,Groceries,Soap,16,424,6784
2024-07-13,Chennai,Electronics,Shampoo,15,678,10170
2024-12-02,Mumbai,Home,Rice,6,860,5160
2024-08-23,Delhi,Groceries,T-Shirt,9,1298,11682
2024-04-01,Bengaluru,Groceries,Phone,7,950,6650
2024-01-21,Bengaluru,Home,Jeans,14,1637,22918
2024-10-29,Mumbai,Electronics,Soap,11,1295,14245
2024-12-22,Chennai,Groceries,Oil,16,1059,16944
2024-03-24,Hyderabad,Home,Shampoo,6,601,3606
2024-09-18,Mumbai,Groceries,Jeans,16,433,6928
2024-05-26,Delhi,Apparel,Sofa,16,383,6128
2024-09-13,Delhi,Personal Care,T-Shirt,12,574,6888
2024-02-27,Bengaluru,Apparel,Shampoo,17,1177,20009
2024-01-15,Delhi,Groceries,Rice,5,1581,7905
2024-06-10,Mumbai,Electronics,T-Shirt,13,1702,22126
2024-06-11,Delhi,Personal Care,Soap,8,1543,12344
2024-11-15,Mumbai,Apparel,Jeans,5,1737,8685
2024-10-07,Hyderabad,Home,Sofa,12,731,8772
2024-10-06,Bengaluru,Electronics,Laptop,9,802,7218
2024-01-12,Delhi,Apparel,Rice,3,508,1524
2024-09-30,Mumbai,Home,Bed,3,1081,3243
2024-09-27,Chennai,Groceries,Soap,1,1427,1427
2024-07-26,Bengaluru,Home,Laptop,18,658,11844
2024-01-27,Hyderabad,Apparel,Phone,12,321,3852
2024-03-12,Mumbai,Apparel,Sofa,9,1656,14904
2024-02-29,Hyderabad,Groceries,Oil,9,257,2313
2024-05-24,Hyderabad,Home,Bed,18,447,8046
2024-04-02,Delhi,Home,Jeans,18,1282,23076
2024-11-04,Delhi,Groceries,Sofa,7,988,6916
2024-01-08,Mumbai,Home,T-Shirt,4,1021,4084
2024-03-19,Chennai,Groceries,Shampoo,13,1358,17654
2024-01-27,Mumbai,Electronics,T-Shirt,17,761,12937
2024-06-22,Chennai,Apparel,T-Shirt,2,504,1008
2024-02-19,Hyderabad,Electronics,Phone,14,1380,19320
2024-07-17,Bengaluru,Personal Care,Rice,3,776,2328
2024-12-14,Mumbai,Personal Care,Oil,5,688,3440
2024-06-29,Mumbai,Personal Care,Bed,14,1720,24080
2024-01-24,Chennai,Groceries,Rice,3,657,1971
2024-11-11,Hyderabad,Home,Sofa,7,1004,7028
2024-02-15,Hyderabad,Electronics,T-Shirt,18,1170,21060
2024-01-15,Chennai,Electronics,Phone,13,1336,17368
2024-06-01,Hyderabad,Electronics,Sofa,10,578,5780
2024-08-09,Delhi,Electronics,Shampoo,13,586,7618
2024-07-24,Bengaluru,Personal Care,Oil,16,1694,27104
2024-09-29,Mumbai,Electronics,Bed,9,665,5985
2024-08-23,Bengaluru,Home,Shampoo,2,1465,2930
2024-12-05,Mumbai,Personal Care,Phone,5,623,3115
2024-08-15,Delhi,Electronics,Oil,17,803,13651
2024-01-09,Hyderabad,Groceries,Sofa,4,1626,6504
2024-06-14,Chennai,Apparel,T-Shirt,17,1129,19193
2024-11-14,Delhi,Apparel,T-Shirt,9,920,8280
2024-08-01,Bengaluru,Apparel,Soap,2,1267,2534
2024-04-26,Chennai,Personal Care,T-Shirt,18,957,17226
2024-12-09,Hyderabad,Electronics,Laptop,11,1384,15224
2024-03-12,Delhi,Personal Care,T-Shirt,13,684,8892
2024-03-04,Chennai,Home,Laptop,8,785,6280
2024-07-23,Delhi,Groceries,Jeans,1,331,331
2024-07-27,Delhi,Groceries,Laptop,17,369,6273
2024-03-12,Hyderabad,Apparel,Oil,12,1039,12468
2024-10-03,Mumbai,Apparel,Shampoo,4,1570,6280
2024-09-30,Chennai,Apparel,Oil,13,973,12649
2024-11-15,Hyderabad,Electronics,Shampoo,9,1345,12105
2024-12-03,Delhi,Home,Soap,7,151,1057
2024-04-04,Hyderabad,Home,Jeans,5,215,1075
2024-06-14,Mumbai,Home,Shampoo,5,637,3185
2024-02-01,Chennai,Home,Shampoo,17,1688,28696
2024-01-11,Mumbai,Apparel,Phone,9,640,5760
2024-10-27,Bengaluru,Groceries,Rice,6,1142,6852
2024-08-04,Chennai,Apparel,Rice,19,914,17366
2024-10-15,Mumbai,Home,Phone,16,1515,24240
2024-04-11,Delhi,Apparel,T-Shirt,2,890,1780
2024-09-23,Chennai,Home,Phone,10,1752,17520
2024-08-01,Chennai,Personal Care,Shampoo,16,717,11472
2024-06-27,Hyderabad,Groceries,Shampoo,5,518,2590
2024-03-28,Delhi,Personal Care,Phone,15,408,6120
2024-02-10,Bengaluru,Electronics,Phone,13,1862,24206
2024-03-16,Mumbai,Apparel,T-Shirt,13,963,12519
2024-02-15,Hyderabad,Electronics,Oil,13,285,3705
2024-06-08,Mumbai,Apparel,Jeans,15,360,5400
2024-03-20,Bengaluru,Personal Care,Sofa,14,1651,23114
2024-11-05,Bengaluru,Home,Shampoo,8,1396,11168
2024-03-26,Chennai,Home,Jeans,11,259,2849
2024-04-01,Bengaluru,Apparel,Phone,18,969,17442
2024-05-27,Mumbai,Home,T-Shirt,4,861,3444
2024-06-09,Delhi,Personal Care,Laptop,10,323,3230
2024-07-20,Delhi,Home,T-Shirt,1,1379,1379
2024-08-29,Chennai,Personal Care,Bed,5,279,1395
2024-12-18,Mumbai,Electronics,Bed,13,119,1547
2024-01-02,Mumbai,Personal Care,Jeans,1,1747,1747
2024-08-12,Bengaluru,Groceries,Rice,8,731,5848
2024-10-15,Mumbai,Groceries,Bed,3,1829,5487
2024-08-20,Hyderabad,Groceries,Bed,3,1591,4773
2024-03-17,Bengaluru,Apparel,Oil,7,1746,12222
2024-04-25,Hyderabad,Apparel,Laptop,4,1333,5332
2024-06-02,Chennai,Apparel,Oil,3,1636,4908
2024-04-12,Delhi,Personal Care,Laptop,15,157,2355
2024-07-12,Chennai,Apparel,Soap,8,1216,9728
2024-06-14,Delhi,Electronics,Sofa,3,1344,4032
2024-12-24,Chennai,Groceries,Shampoo,7,822,5754
2024-03-30,Mumbai,Personal Care,Bed,18,1355,24390
2024-06-22,Hyderabad,Groceries,Shampoo,11,1897,20867
2024-05-01,Delhi,Apparel,Bed,11,1487,16357
2024-05-22,Bengaluru,Personal Care,Oil,17,714,12138
2024-04-15,Hyderabad,Home,Sofa,6,661,3966
2024-10-31,Bengaluru,Electronics,Oil,8,473,3784
2024-12-25,Hyderabad,Apparel,Oil,1,721,721
2024-11-12,Hyderabad,Apparel,Laptop,10,1579,15790
2024-05-02,Chennai,Electronics,Rice,19,187,3553
2024-01-09,Delhi,Electronics,T-Shirt,3,1143,3429
2024-09-18,Delhi,Home,Jeans,4,1113,4452
2024-03-13,Hyderabad,Apparel,Shampoo,11,113,1243
2024-12-24,Mumbai,Apparel,Soap,15,232,3480
2024-08-10,Mumbai,Groceries,Bed,1,1931,1931
2024-02-10,Bengaluru,Personal Care,Oil,9,1157,10413
2024-07-22,Bengaluru,Personal Care,Rice,11,991,10901
2024-09-20,Chennai,Groceries,Oil,19,1331,25289
2024-11-23,Hyderabad,Personal Care,Sofa,13,1936,25168
2024-06-26,Bengaluru,Electronics,Laptop,16,1322,21152
2024-12-13,Bengaluru,Personal Care,Soap,4,691,2764
2024-11-13,Hyderabad,Personal Care,T-Shirt,1,682,682
2024-03-24,Chennai,Groceries,Sofa,13,1278,16614
2024-11-13,Bengaluru,Home,Phone,1,1713,1713
2024-04-20,Chennai,Personal Care,Soap,5,1201,6005
2024-09-07,Delhi,Personal Care,Oil,5,1295,6475
